id_empresa	id_formula	fecha	orden_empaque	id_ingrediente	cantidad_digitada	cant_calculada	cant_formula_total	cant_formula_batche	costo_unitario	costo_total	tipo_registro	orden_empaq_anterior	id_usuario	fec_registro	ind_macro
01	PTCI111	15/09/1998 00:00:00	9131	MAMP015	30656.000	78.000	0	0	905.84	70655.52	P	9130	IBPC	22/09/1998 17:41:36:92	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP020	0	0	0	0	510.00	0	P	9130	IBPC	22/09/1998 17:41:36:92	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP025	37892.000	0	0	0	240.04	0	P	9130	IBPC	22/09/1998 17:41:36:98	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP030	62970.000	0	0	0	160.00	0	P	9130	IBPC	22/09/1998 17:41:36:98	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP035	220.000	0	0	0	22.00	0	P	9130	IBPC	22/09/1998 17:41:37:03	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP040	500600.000	1733.000	0	0	395.38	685193.54	P	9130	IBPC	22/09/1998 17:41:37:03	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP045	222989.000	169.000	0	0	524.61	88659.09	P	9130	IBPC	22/09/1998 17:41:37:09	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP050	8188.000	82.000	0	0	54.77	4491.14	P	9130	IBPC	22/09/1998 17:41:37:09	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP055	220213.000	0	0	0	41.02	0	P	9130	IBPC	22/09/1998 17:41:37:14	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP060	0	0	0	0	44.92	0	P	9130	IBPC	22/09/1998 17:41:37:14	S
01	PTCI111	15/09/1998 00:00:00	9131	MAMP065	41018.000	0	0	0	225.00	0	P	9130	IBPC	22/09/1998 17:41:37:14	S
01	PTCI111	15/09/1998 00:00:00	9131	MIDR020	0	8.220	0	0	4401.63	36181.40	C		IBPC	22/09/1998 17:41:57:58	N
01	PTCI111	15/09/1998 00:00:00	9131	MIDR030	0	3.000	0	0	11.00	33.00	C		IBPC	22/09/1998 17:41:57:63	N
01	PTCI111	15/09/1998 00:00:00	9131	MIDR050	0	2.160	0	0	22099.89	47735.76	C		IBPC	22/09/1998 17:41:57:63	N
01	PTCI111	15/09/1998 00:00:00	9131	MIDR055	0	3.240	0	0	1207.00	3910.68	C		IBPC	22/09/1998 17:41:57:69	N
01	PTCI111	15/09/1998 00:00:00	9131	MIDR065	0	16.200	0	0	100.00	1620.00	C		IBPC	22/09/1998 17:41:57:69	N
01	PTCI111	15/09/1998 00:00:00	9131	MIDR085	0	2.160	0	0	1390.02	3002.44	C		IBPC	22/09/1998 17:41:57:74	N
01	PTCI111	15/09/1998 00:00:00	9131	MIDR090	0	0.162	0	0	30178.38	4888.90	C		IBPC	22/09/1998 17:41:57:74	N
01	PTCI111	15/09/1998 00:00:00	9131	MIDR095	0	0.270	0	0	14748.54	3982.11	C		IBPC	22/09/1998 17:41:57:8	N
